IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
914340101,Wallon,91434,Morsang-sur-Orge,53.8,29.5,11550,18720,26760,0.81,6000,10120,13030,16050,21870,24770,28790,35420,5.9,7.6,0.337,81.2,74.5,3.8,2.9,17,1.8,0
914340102,La Guérinière,91434,Morsang-sur-Orge,56.3,26.8,12510,19470,28440,0.82,6010,10540,13860,16420,22700,25910,31190,38260,6.4,7.7,0.343,77.5,72.2,3.9,1.4,20.8,1.7,0
914340103,Le Vieux Bourg,91434,Morsang-sur-Orge,66.1,19.6,14890,23930,33510,0.78,8480,13120,16840,20520,27170,31090,35890,42880,5.1,6.5,0.33,79.9,74.4,3.1,2.4,16.3,3.8,0
914340104,Le Bois Pommier,91434,Morsang-sur-Orge,47.1,38.2,9480,16120,26550,1.06,4410,8270,11100,13270,20190,24320,28400,36010,8.2,10.8,0.404,71.6,67.9,2.9,0.8,24.1,4.3,0
914340105,Compiègne,91434,Morsang-sur-Orge,73.7,9.2,20540,27660,36130,0.56,14020,18940,22180,24940,30800,34180,38900,46440,3.3,4.3,0.274,72,66.2,2.1,3.7,24.1,3.9,0
914340106,Beauséjour,91434,Morsang-sur-Orge,76.6,10.2,20860,30510,43330,0.74,12880,18890,22950,27130,34660,40340,47580,59530,4.6,6.2,0.341,69.9,64.8,1.6,3.5,22.8,7.3,0
914340107,Le Marché,91434,Morsang-sur-Orge,52.3,22.5,13860,21240,30310,0.77,7040,11890,15370,18460,24500,28190,32050,39140,5.6,6.7,0.326,75,71.4,2.5,1.1,22.8,2.2,0
914340108,La Gribelette,91434,Morsang-sur-Orge,73.3,9,20980,28300,36140,0.54,13750,19020,22340,25340,30960,34400,39500,47320,3.4,4.6,0.284,74.3,68.9,1.6,3.8,22.3,3.4,0
914710101,Fond Mondétour,91471,Orsay,78.1,,23490,31930,43010,0.61,16340,21660,25160,28750,35850,40250,45740,53670,3.3,4.2,0.274,70.8,66.6,1.7,2.5,24.9,4.3,0
914710102,Haut Mondétour,91471,Orsay,,,27490,36250,48850,0.59,18900,25500,29280,32690,41200,45830,52870,63570,3.4,4,0.268,69.4,64.7,1.5,3.2,26.1,4.5,0
914710103,Viaduc est,91471,Orsay,,,22280,35000,50500,0.81,13550,20290,24860,30520,39090,46740,55380,70720,5.2,7.4,0.38,70.1,61.7,1.7,6.7,21.4,8.5,0
914710104,Viaduc Ouest,91471,Orsay,76.5,10,23180,34760,48880,0.74,12890,20540,25340,29650,39890,45290,53270,66870,5.2,6.6,0.347,75,67.2,1.6,6.2,19.5,5.5,0
914710105,Haut Guichet-Centre Ouest,91471,Orsay,82.5,,27190,37610,51000,0.63,18720,24590,28920,33610,42510,47390,54510,66130,3.5,4.5,0.287,71.9,65.8,1.6,4.5,22.8,5.3,0
914710106,Bas Guichet Centre-Est,91471,Orsay,69.1,13.9,19200,30490,44250,0.82,10540,16600,21380,25980,35310,41290,49530,65880,6.3,8,0.37,74.5,68.4,1.9,4.2,19.8,5.7,0
914770101,Centre Ouest,91477,Palaiseau,80.3,,24680,34220,45790,0.62,16810,23000,26980,30300,38590,43020,50410,62470,3.7,5.3,0.322,76.2,70.3,1.8,4.1,19.1,4.7,0
914770102,Les Résidences,91477,Palaiseau,67.6,16.8,16590,25800,35520,0.73,9160,14060,18570,21940,29100,32610,38150,46550,5.1,6,0.312,82.3,77.6,2.5,2.2,16,1.7,0
914770103,Centre Nord,91477,Palaiseau,68.7,16.3,17500,25770,36950,0.76,9350,15100,19290,22350,29610,34680,39880,47880,5.1,6.4,0.323,74.8,70.7,2.4,1.7,21.5,3.7,0
914770104,Centre Sud,91477,Palaiseau,69,13.8,18070,26320,36430,0.7,10660,15680,19540,22960,29630,33440,39110,49840,4.7,6,0.326,81.6,77.6,2.5,1.5,14.3,4.1,0
914770105,Côteaux de l'Yvette,91477,Palaiseau,78.3,8.8,23810,33680,45270,0.64,14040,21360,25880,29430,37720,42350,48620,57680,4.1,5.2,0.301,70.6,65.7,1.6,3.3,25.5,3.9,0
914770106,Lozère,91477,Palaiseau,80.9,,25910,37750,52250,0.7,15100,23110,28770,33080,42590,48930,55560,70100,4.6,5.6,0.318,69.9,64.9,1.6,3.4,24.2,5.9,0
914770107,Plateau et Pileu,91477,Palaiseau,73.7,12.8,19010,29820,41060,0.74,11140,16720,21450,25930,34160,38650,44130,54200,4.9,5.9,0.317,82.1,77.9,2.1,2.1,14.2,3.7,0
914770108,Palaiseau Nord,91477,Palaiseau,61.5,21.5,14740,23500,35020,0.86,7460,12140,16670,20280,26980,32150,38440,49160,6.6,7.6,0.35,79.9,75.5,2.3,2.1,17.8,2.3,0
914770109,Palaiseau est,91477,Palaiseau,,,17080,26470,35790,0.71,9950,15000,19420,22690,29810,33670,38180,46800,4.7,5.8,0.32,78,72,2.4,3.6,18.7,3.3,0
915210101,Le Trousseau-Hameau Roche,91521,Ris-Orangis,,,19500,28420,39020,0.69,13110,18020,21200,24740,32230,35580,41980,49730,3.8,4.6,0.28,70.6,65.1,2.2,3.3,25,4.4,0
915210102,Mairie-Gare,91521,Ris-Orangis,54.1,29.9,11280,19530,28380,0.88,5650,9250,13110,16560,23280,26880,30870,38690,6.9,8.6,0.36,81.8,75.3,3.5,3,15.3,2.9,0
915210103,Nord,91521,Ris-Orangis,45.7,38.9,8790,15970,23550,0.92,4540,7220,10080,13330,18550,21830,25440,31230,6.9,9,0.362,79.8,71.8,4.7,3.3,18.9,1.3,0
915210104,Artistes Lyriques-La Theuillerie,91521,Ris-Orangis,59.6,24.2,13590,21680,30280,0.77,6340,11360,16100,19060,24460,27930,31870,41190,6.5,7.5,0.338,76.8,71.3,3,2.5,21.1,2.1,0
915210105,Centre 1,91521,Ris-Orangis,55.8,25.8,12560,21350,30020,0.82,6680,10710,14630,17740,24330,28240,32380,40840,6.1,7.5,0.35,73.5,67.7,3.4,2.4,22.4,4.1,0
915210106,Centre 2,91521,Ris-Orangis,65,15.2,16410,24590,32230,0.64,10480,14760,18440,21610,27120,30270,34480,41980,4,5.1,0.287,66.1,61.5,2.7,1.9,31.9,2,0
915210107,L'Aunette,91521,Ris-Orangis,66.7,17.1,16530,24790,32990,0.66,8890,14340,18980,21710,27420,30870,35770,42400,4.8,5.4,0.293,72.6,68.1,2.5,2,24.5,2.9,0
915210108,La Ferme du Temple,91521,Ris-Orangis,38.6,47.9,7970,13340,21800,1.04,3800,6370,8720,11000,16740,19880,24010,29650,7.8,9.4,0.377,77.9,72.4,4.2,1.3,19.9,2.2,0
915210109,La Ferme D'Orangis,91521,Ris-Orangis,36.9,47.4,8260,13670,21020,0.93,3730,7320,9140,10990,16390,18810,22860,28700,7.7,8.6,0.366,82.9,,,,16.7,0.4,0
915210110,Le Moulin a Vent 1,91521,Ris-Orangis,34.1,48,7550,13440,20220,0.94,4330,6730,8690,10600,15830,18600,21830,26640,6.1,8,0.352,73,67.6,5,0.4,25.7,1.3,0
915210111,Le Moulin a Vent 2,91521,Ris-Orangis,43.5,43,8110,15170,22430,0.94,3630,7310,9590,12220,17760,20680,24420,29610,8.2,8.8,0.357,74.4,69.3,4.3,0.8,24.5,1.1,0
915490101,Le Perray,91549,Sainte-Geneviève-des-Bois,69,14.4,18090,25860,35470,0.67,10290,16530,19360,22790,29680,33580,38530,46760,4.5,5.7,0.312,71.6,67.1,2.3,2.2,24.4,4,0
915490102,Georges Pitard,91549,Sainte-Geneviève-des-Bois,,,25540,34870,46010,0.59,18630,23630,27410,30570,39050,43590,50590,62440,3.4,4.4,0.292,68.6,63,1.4,4.2,25.4,6,0
915490103,Parmentier,91549,Sainte-Geneviève-des-Bois,77.7,,23210,31780,42180,0.6,16180,21000,25210,28660,34930,38950,44990,54710,3.4,4.4,0.282,66.4,61.5,2.4,2.5,27.1,6.5,0
915490104,Victor Hugo,91549,Sainte-Geneviève-des-Bois,74.6,11,20290,29140,39330,0.65,12430,18560,22320,25950,32230,36510,43220,56530,4.5,6.7,0.354,66.7,61.8,1.9,3,23.4,9.9,0
915490105,L'Etang,91549,Sainte-Geneviève-des-Bois,76.5,,22980,31770,42370,0.61,15740,21040,24570,27730,35420,40100,45630,55320,3.5,4.8,0.3,66.2,62,1.7,2.5,25.4,8.4,0
915490106,Mairie,91549,Sainte-Geneviève-des-Bois,71.1,9.8,20000,28600,39070,0.67,13060,17740,21370,25220,31920,36210,42320,51050,3.9,4.8,0.297,66.1,61.2,1.8,3.1,29.2,4.7,0
915490107,Ferdinand Buisson,91549,Sainte-Geneviève-des-Bois,70.2,10.1,18620,27070,36330,0.65,12950,17020,21100,24420,30110,33870,39450,47410,3.7,4.6,0.282,66.8,61.2,2.3,3.3,28.1,5.1,0
915490108,Parc Pierre,91549,Sainte-Geneviève-des-Bois,45.8,34.6,10140,17410,25210,0.87,5890,8750,11450,14410,20100,22920,27880,33670,5.7,8,0.365,68.1,62.9,3.6,1.6,27.9,4,0
915490109,Cocheris,91549,Sainte-Geneviève-des-Bois,57.5,21.9,14200,21790,30470,0.75,7640,12380,15510,18930,24600,28280,33390,40620,5.3,6.6,0.328,72.1,66.9,3,2.2,25.4,2.5,0
915490110,Les Mares Yvon,91549,Sainte-Geneviève-des-Bois,56.3,25.9,12730,20010,29130,0.82,8100,11360,13730,16420,22890,26710,32310,38840,4.8,5.9,0.323,76.1,72.1,3,1,22,1.9,0
915490112,Liers,91549,Sainte-Geneviève-des-Bois,59.2,26.9,12040,21000,30110,0.86,6120,9920,14040,17500,24590,27940,32070,38190,6.2,8.7,0.366,80.6,74.7,3.4,2.5,17.6,1.8,0
915490113,Les Aunettes,91549,Sainte-Geneviève-des-Bois,54.3,35.3,9630,18570,27240,0.95,5020,8390,11220,14710,21770,25270,29320,36410,7.3,8.9,0.363,87.1,81.4,3.5,2.2,12.3,0.6,0
915490114,Louis Pergaud,91549,Sainte-Geneviève-des-Bois,37.4,43.1,8300,14660,21340,0.89,4020,7210,9590,12250,17140,19860,23100,28510,7.1,8.6,0.352,77.4,71.9,4.8,0.7,22,0.6,0
915490115,Les Bois Clairs,91549,Sainte-Geneviève-des-Bois,37.5,44.2,7540,14320,22010,1.01,3730,6600,9020,11300,17260,20900,23410,28490,7.6,9.8,0.372,80.7,75.9,4.4,0.4,18.6,0.7,0
915700101,Quartier-Ancien-Glaises,91570,Saint-Michel-sur-Orge,68.2,18.1,16750,26040,35390,0.72,8830,14350,18630,22700,29870,33400,37450,45990,5.2,6.9,0.333,77.2,72,3,2.2,17.5,5.3,0
915700102,Lormoy,91570,Saint-Michel-sur-Orge,70.9,10.7,19690,27110,36020,0.6,12570,17990,21180,24200,30270,34080,39200,49010,3.9,4.7,0.285,72.7,67.9,1.9,2.9,24.6,2.7,0
915700103,Sablons-Picasso,91570,Saint-Michel-sur-Orge,73.2,10.4,19570,28550,38100,0.65,12870,17210,21380,25140,32080,35690,40470,52890,4.1,5.2,0.302,67.9,64.5,1.7,1.7,27.8,4.3,0
915700104,Gambetta-Boileau,91570,Saint-Michel-sur-Orge,51.8,33.6,10220,17920,26690,0.92,5190,8640,12060,14980,21160,25010,28900,36670,7.1,8.8,0.363,77.9,72.8,3.7,1.4,20.6,1.5,1
915700105,Debussy-Bellevue,91570,Saint-Michel-sur-Orge,51.7,27.8,12370,18680,25680,0.71,6440,10530,13600,16660,20920,23960,27040,31990,5,5.6,0.295,76,71.8,3.1,1.1,23,1,0
915700106,Lamartine,91570,Saint-Michel-sur-Orge,,,7890,15270,24530,1.09,4160,7220,8900,12030,19010,22100,26760,33530,8.1,9.1,0.376,75,69.8,4,1.2,23.8,1.2,0
915700107,Villagexpo-Fontaine de l'Orme,91570,Saint-Michel-sur-Orge,61.5,22.7,13820,22330,30970,0.77,7550,12230,14960,18850,25360,29240,32880,40610,5.4,6.7,0.337,69.5,64.9,2.8,1.8,27.9,2.6,0
915700108,Montatons,91570,Saint-Michel-sur-Orge,68.7,15.3,17610,26680,34860,0.65,10300,14840,20160,23540,29910,33310,37020,45110,4.4,5.7,0.296,71.4,68,2.4,1,26.5,2.1,0
915730101,Iris 1,91573,Saint-Pierre-du-Perray,,,15020,22160,30290,0.69,8610,13430,15970,19000,25380,28030,32120,38550,4.5,5.1,0.298,93.1,87.8,2.4,2.9,5.9,1,0
915730102,Iris 2,91573,Saint-Pierre-du-Perray,74.9,,20950,30110,41480,0.68,13510,19120,23150,26720,33850,38350,43830,52850,3.9,4.9,0.294,89.2,82.8,2.5,3.9,7.4,3.4,0
915730103,Iris 3,91573,Saint-Pierre-du-Perray,73.7,,21520,27800,35210,0.49,16180,19880,22960,25150,29990,33360,37470,44410,2.7,3.3,0.226,74.9,70.3,2.8,1.8,23.5,1.6,0
915730104,Iris 4,91573,Saint-Pierre-du-Perray,70.3,11.1,18350,26520,36120,0.67,12410,16550,20050,23310,29590,33420,39020,46780,3.8,4.6,0.286,77.5,71.5,2.6,3.4,19.8,2.7,0
915730105,Iris 5,91573,Saint-Pierre-du-Perray,64.4,14.2,17330,25620,35460,0.71,10760,16040,18820,22270,29290,32550,37430,44740,4.2,5,0.296,90.4,83.5,2.6,4.3,7.8,1.8,0
915730106,Iris 6,91573,Saint-Pierre-du-Perray,,,16540,22970,29250,0.55,10050,14420,17830,20660,25170,27850,31160,37600,3.7,4.4,0.264,95.1,92.1,2.1,0.9,4.3,0.6,0
915890101,Quartier 1,91589,Savigny-sur-Orge,62.8,21.7,14290,22390,30960,0.74,7900,12230,16290,19500,24950,28590,33330,39930,5.1,6,0.309,75,71.3,2.5,1.2,23.8,1.2,0
915890102,Quartier 2,91589,Savigny-sur-Orge,,,8630,14830,22110,0.91,4200,7460,9920,12930,17690,20830,24190,31200,7.4,8.5,0.356,81.2,74,5,2.2,17.7,1.1,0
915890103,Quartier 3,91589,Savigny-sur-Orge,25.7,64.7,5520,9750,16320,1.11,1960,4700,6550,8150,12060,14360,18080,22540,11.5,13,0.41,82.7,74,7.6,1.1,16.6,0.7,0
915890104,Quartier 4,91589,Savigny-sur-Orge,68.4,19.1,16920,26660,38740,0.82,7880,13880,18940,22630,31090,35440,41900,52270,6.6,8.5,0.36,79.6,73.1,2.6,3.9,16.6,3.8,0
915890105,Quartier 5,91589,Savigny-sur-Orge,56.4,27.6,12120,20340,30070,0.88,6090,10490,14080,17080,23970,27660,32760,39530,6.5,7.6,0.35,75.3,70.8,2.7,1.8,21.9,2.8,0
915890106,Quartier 6,91589,Savigny-sur-Orge,70.5,13.9,18180,27510,38740,0.75,10250,15590,19870,23960,32020,36170,41180,54460,5.3,6.6,0.332,77.4,72.2,2.3,2.9,19.3,3.3,0
915890107,Quartier 7,91589,Savigny-sur-Orge,76,,21670,30180,38200,0.55,14280,19890,23380,26410,32990,35840,41500,49670,3.5,4.1,0.261,70.5,65.8,2.4,2.3,25.8,3.7,0
915890108,Quartier 8,91589,Savigny-sur-Orge,81.7,,25650,33490,44370,0.56,17690,23090,27760,30260,37100,41760,48240,60820,3.4,4,0.265,68.3,63.1,1.5,3.7,26.6,5.1,0
915890109,Quartier 9,91589,Savigny-sur-Orge,71.7,8.4,20130,28170,38810,0.66,13710,18340,21830,25100,31700,35860,41270,49590,3.6,4.5,0.279,71.5,66.9,2,2.6,24.6,3.9,0
915890110,Quartier 10,91589,Savigny-sur-Orge,66.7,13.3,18130,25550,35600,0.68,11720,16220,19450,22550,29400,33230,38320,46060,3.9,5.1,0.299,76.6,70.5,2.2,3.9,19.9,3.5,0
915890111,Quartier 11,91589,Savigny-sur-Orge,73.8,11.9,20470,29130,38100,0.61,11290,18280,22630,26130,32310,35240,42080,51390,4.6,5.3,0.298,75.3,70.6,2.3,2.4,21.6,3.1,0
915890112,Quartier 12,91589,Savigny-sur-Orge,73.2,9.3,20560,29270,39800,0.66,13660,18590,22480,25810,33000,37090,43150,53920,3.9,4.9,0.294,73.2,68.8,2,2.4,22.7,4.1,0
915890113,Quartier 13,91589,Savigny-sur-Orge,,,24110,34450,46580,0.65,15660,21450,26900,30490,38770,43240,49660,61820,3.9,4.7,0.29,79.4,73.2,2.1,4.1,17.6,3,0
915890114,Quartier 14,91589,Savigny-sur-Orge,77.2,,21720,29990,41720,0.67,14940,19950,23120,26610,33690,39260,45710,54560,3.7,4.8,0.306,69.3,63.3,2.1,3.9,25,5.7,0
915890115,Quartier 15,91589,Savigny-sur-Orge,69.7,12.9,18300,26310,35980,0.67,10710,16550,19970,23050,30190,33980,39080,48180,4.5,5.4,0.302,72.4,66.7,2.1,3.6,24.5,3.1,0
915890116,Quartier 16,91589,Savigny-sur-Orge,69.6,9.7,19150,25810,33440,0.55,13230,17110,20620,22960,28500,31890,36410,43540,3.3,4.1,0.262,76.4,71,2.1,3.3,21.2,2.4,0
916450101,Morte Riviere-Les Pres Bouchards,91645,Verrières-le-Buisson,70.2,15.2,18000,33090,52010,1.03,9340,16040,20910,26310,40240,47010,57530,77640,8.3,10.1,0.415,73.5,68.4,1.8,3.3,19.6,6.9,0
916450102,Les Pierres Beurres,91645,Verrières-le-Buisson,80.8,,26750,42540,60290,0.79,15740,23160,30070,35920,48620,55660,66320,83460,5.3,6.9,0.356,70.8,66.2,1.2,3.4,21.1,8.1,0
916450103,Hôtel de Ville,91645,Verrières-le-Buisson,83.9,,29150,45010,64760,0.79,18550,26000,33150,39580,51410,59550,70600,93250,5,7.4,0.385,68.5,59.9,1.6,7,20.3,11.2,0
916450104,La Tournelle-Clos de Verrieres,91645,Verrières-le-Buisson,75.8,,21490,30220,43360,0.72,13100,19200,24050,27570,35060,40590,48330,63190,4.8,6.6,0.359,71.2,65.6,2,3.6,22.2,6.6,0
916450105,Les Gros Chenes-Les Godets-Le Grand Clos,91645,Verrières-le-Buisson,78.2,,26580,40540,54860,0.7,15590,23310,29470,34680,45780,51100,59950,77780,5,6.2,0.332,61.3,57,1.3,3,31.7,7,0
916450106,Res de la Poste-Res du Bois,91645,Verrières-le-Buisson,80.9,,27160,40510,59760,0.8,17970,23830,30180,34830,46320,54250,66010,84640,4.7,6.6,0.363,64.9,59.3,1.7,3.9,27.8,7.3,0
916450107,Les Pres Hauts,91645,Verrières-le-Buisson,71,14.8,17970,29690,46840,0.97,8750,15800,19820,24380,35530,42230,53600,75520,8.6,10.7,0.432,66.5,62.3,2.2,2,27,6.5,0
916570101,Pasteur-Place Marx Dormoy-La Longueraie,91657,Vigneux-sur-Seine,60.5,19.6,15260,23220,32060,0.72,6270,13250,16730,19930,25780,29680,34920,42440,6.8,7.5,0.331,70.7,65.2,2.4,3.1,26,3.3,0
916570102,Le Lac-Briques Rouges,91657,Vigneux-sur-Seine,53.8,28,12140,19650,28630,0.84,6690,9930,13390,16100,23390,26430,31240,36980,5.5,7.4,0.345,76.1,71.1,3.5,1.5,19.8,4.1,0
916570103,Les Tours,91657,Vigneux-sur-Seine,,,8720,14330,21990,0.93,3470,7630,9610,11790,17270,20020,23810,28990,8.4,8.9,0.355,88.9,82.7,5,1.2,9.3,1.8,1
916570104,La Croix Blanche,91657,Vigneux-sur-Seine,43.7,40.5,9360,14810,22000,0.85,4710,8330,10280,12870,17440,20370,24250,29150,6.2,7.2,0.339,83.4,78.3,4.4,0.7,15.5,1.1,0
916570105,Louis Armand-La Siemp,91657,Vigneux-sur-Seine,38.6,45.8,8540,13880,20330,0.85,4680,7270,9800,11580,16410,19180,22250,26960,5.8,7.2,0.333,80.9,,,,18.8,0.3,0
916570106,Gare-Parc du Chateau-Le Gros Buisson,91657,Vigneux-sur-Seine,58.5,22.9,13970,21320,30320,0.77,7320,11980,15380,18210,24640,28470,32620,39500,5.4,6.6,0.32,80.9,75.5,3.4,2,16.9,2.2,0
916570107,Mocquet-Castors-Lafayette,91657,Vigneux-sur-Seine,63.7,14.9,17360,23680,31780,0.61,10730,15240,18980,21530,26920,29860,33620,40160,3.7,4.4,0.267,71,66.8,2.3,1.9,26.1,2.9,0
916570108,L'Oly,91657,Vigneux-sur-Seine,,,7900,13450,19770,0.88,2690,6730,9470,11660,15370,18290,21820,27350,10.2,10.3,0.372,81.5,,,,17.8,0.7,0
916570109,Anatole France-Lepetit et Vergeat,91657,Vigneux-sur-Seine,69,12.5,18410,25410,33740,0.6,11420,16600,19890,22710,28660,31610,35960,43070,3.8,4.4,0.266,70.3,65.6,2.3,2.4,26.2,3.5,0
916570110,Rouvres-Les Bergeries,91657,Vigneux-sur-Seine,58.4,22.9,13730,22030,30610,0.77,7560,11880,15470,19020,25400,28490,32390,40140,5.3,6.4,0.32,82.2,76.6,2.9,2.7,16.2,1.6,0
916610101,Les Casseaux,91661,Villebon-sur-Yvette,83.4,,26210,35310,46290,0.57,18850,24360,27990,31470,39010,43630,49420,59970,3.2,4.1,0.271,67.9,63.7,1.4,2.8,26.7,5.4,0
916610102,Centre Ville,91661,Villebon-sur-Yvette,79.3,7.5,23020,31810,41880,0.59,14670,20690,25090,28520,35020,39150,44720,53780,3.7,4.5,0.274,71.9,68,1.7,2.2,25,3.1,0
916610103,La Roche,91661,Villebon-sur-Yvette,,,17810,25400,34390,0.65,10740,15760,19570,22500,28390,32500,36860,43560,4.1,5,0.287,81.2,76.9,2.5,1.8,15.8,3,0
916870101,Châtillon 1,91687,Viry-Châtillon,60.1,24.2,13150,22410,32240,0.85,7950,11390,15300,19180,25370,29770,34600,41960,5.3,6.9,0.334,69.8,65.3,2.3,2.2,27.7,2.5,0
916870102,Châtillon 2,91687,Viry-Châtillon,62.4,25,12970,21160,30260,0.82,6360,11270,14550,18130,24470,27950,32460,40420,6.4,7.4,0.342,87,81.1,3.6,2.3,11.4,1.6,0
916870103,La Cilof 1,91687,Viry-Châtillon,65.6,19.3,14820,22090,30050,0.69,8480,13150,16220,19380,25300,28390,32280,38850,4.6,5.2,0.29,76.6,73.1,3.1,0.4,21.8,1.6,0
916870104,La Cilof 2,91687,Viry-Châtillon,46.6,33.4,10970,16580,22940,0.72,5470,9390,12120,14550,18860,21370,24570,29770,5.4,6.1,0.303,87.9,83.4,4,0.5,11.2,0.9,0
916870105,Centre Ville 1,91687,Viry-Châtillon,70,14.3,18390,26340,36580,0.69,9500,15950,20000,23320,29760,33810,39100,48180,5.1,5.9,0.314,62.3,55.7,2.3,4.3,33.9,3.8,0
916870106,Centre Ville 2,91687,Viry-Châtillon,65.2,16.4,17130,25110,35070,0.71,9380,14600,19210,22100,28220,31760,38520,47660,5.1,6.1,0.322,70.6,65.4,2.4,2.8,26,3.4,0
916870107,Port Aviation 1,91687,Viry-Châtillon,68.4,11.4,18710,26780,36040,0.65,12220,17120,20350,23930,29460,33460,38500,47900,3.9,4.8,0.288,72.5,68.2,2.1,2.2,23.8,3.7,0
916870108,Port Aviation 2,91687,Viry-Châtillon,66.1,16.5,17110,25690,35790,0.73,9800,14840,19520,22670,29780,33450,38890,47170,4.8,6.1,0.323,71.4,66,2.4,3,23.7,4.9,0
916870109,Le Plateau 1,91687,Viry-Châtillon,42.5,39.9,8700,15400,23620,0.97,4490,7380,10420,12990,18390,21840,25950,32360,7.2,8.5,0.358,77.8,71.8,4.6,1.4,21,1.2,0
916870110,Le Plateau 2,91687,Viry-Châtillon,28.3,65.4,5600,9090,16200,1.17,3120,4990,6310,7680,11670,14530,17870,22620,7.2,8.9,0.382,84.6,,,,14.8,0.6,0
916870111,Le Plateau 3,91687,Viry-Châtillon,39.9,42.1,8360,15080,22610,0.95,3040,6930,9630,12460,17840,20780,24650,30870,10.2,11.2,0.372,75.9,69.6,4.7,1.6,23,1.1,0
916870112,Le Plateau 4,91687,Viry-Châtillon,68.6,13.4,18040,25200,33440,0.61,10760,15880,19630,22350,28000,31180,35950,41530,3.9,4.8,0.28,72.6,66,2.6,4,24.3,3.1,0
916910101,Taillis-Garenne,91691,Yerres,76.6,7.5,22130,31430,41990,0.63,15160,20020,24000,27650,35190,38990,45140,54290,3.6,4.6,0.288,71.3,65.1,1.6,4.6,25,3.7,0
916910102,Gambetta-Brossolette-GARE,91691,Yerres,72.5,10.2,20070,27950,36550,0.59,12940,18300,21640,25050,31130,34220,39060,48110,3.7,4.5,0.279,73.5,68.9,2.1,2.5,22.8,3.7,0
916910103,Camaldules,91691,Yerres,76.4,8.7,21870,30590,42460,0.67,13760,19880,23580,27490,34580,39270,44900,56670,4.1,5,0.298,77.7,71.5,1.9,4.3,18.6,3.7,0
916910104,Cancy-Grands Godeaux-Belvédère,91691,Yerres,71.8,11.4,19140,26780,35890,0.63,11910,17170,20850,23960,29950,33830,38510,45910,3.9,4.6,0.274,65.6,62.3,1.9,1.4,32,2.4,0
916910105,Rives de l'Yerres-Tournelles,91691,Yerres,61.7,19.9,15160,23500,32800,0.75,8520,13000,16970,20200,26750,30580,34860,42520,5,6,0.311,73.1,68.6,2.4,2.1,24.5,2.4,0
916910106,Bellevue-Centre Ville,91691,Yerres,74.3,10.3,20860,30460,42620,0.71,12670,19060,22780,26610,35020,39640,46370,57740,4.6,5.9,0.326,71.2,65,2.1,4.1,23.2,5.6,0
916910107,Grobois-Mare Armee-Sabliere,91691,Yerres,73.3,11.1,20720,29560,40140,0.66,12010,18300,22790,26030,32960,37670,43250,53450,4.5,5.6,0.313,70.1,64.9,1.9,3.3,24.9,5,0
916920101,Champagne,91692,Les Ulis,60,26.3,12590,20760,30060,0.84,7570,11120,13950,17160,23770,27590,32490,39370,5.2,6.2,0.323,76.6,73.3,2.5,0.8,21.9,1.5,0
916920102,Bourgogne,91692,Les Ulis,55.1,26.3,12690,19850,27090,0.73,6400,10760,14220,16970,22310,25400,28840,35190,5.5,6.4,0.31,80.6,76.9,2.9,0.8,18.6,0.8,0
916920103,Cévennes,91692,Les Ulis,57.1,24,13310,20800,28990,0.75,7470,11750,14960,18220,23450,27050,30840,37730,5,6,0.307,73.5,70.1,2.6,0.8,25.1,1.4,0
916920104,Franche Conté,91692,Les Ulis,50,34.2,10460,17170,25530,0.88,5940,8720,11670,14610,20380,24020,27650,34790,5.9,7.6,0.354,78.5,74.2,3.6,0.7,20.6,0.9,0
916920105,Saintonge,91692,Les Ulis,23.7,56.7,7170,11840,17300,0.86,3260,6100,8020,9770,13750,15840,18770,23580,7.2,8.2,0.346,80.4,73.5,6.6,0.3,19.2,0.4,0
916920106,Anjou,91692,Les Ulis,,,9210,14790,21180,0.81,5910,8280,10520,13030,17270,19780,22740,28310,4.8,8.2,0.409,82.1,,,,17.6,0.3,0
916920107,Ile de France,91692,Les Ulis,50.1,32.2,11170,18140,26350,0.84,6580,9580,12440,15350,21120,24280,28790,34860,5.3,6.6,0.327,80.8,76,3.6,1.2,18.1,1.1,0
916920108,Queue d'Oiseau,91692,Les Ulis,80.3,,23870,31900,40220,0.51,16920,21920,25250,28480,34760,38240,42530,51320,3,3.7,0.25,65.4,61.8,1.3,2.3,31.5,3.1,0
920020101,Parc de Sceaux,92002,Antony,,,33520,48520,70970,0.77,21820,29470,37240,42620,56720,67850,76960,113890,5.2,8.4,0.431,67.2,55.2,1.4,10.6,18.6,14.2,0
920020102,Nouveau Cimetière,92002,Antony,81.1,,29990,42360,56590,0.63,19820,26500,33140,38210,47400,52570,60750,75160,3.8,4.8,0.3,75.1,69.3,1.4,4.4,19.2,5.7,0
920020103,La Fontaine,92002,Antony,70.5,14,19350,28880,40330,0.73,10250,17120,21520,25400,32590,37110,44090,53580,5.2,6.4,0.321,74.9,69.5,2.3,3.1,21.9,3.2,0
